Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Response,Reco_Policy_Groups,City_Group,Region_Group
47,0,0,0,1,13360,0,0,3,0,3,3,0
27,0,1,0,1,12528,3,1,2,0,3,3,11
23,0,1,0,1,6840,0,0,1,0,3,3,11
24,0,1,0,1,7428,1,3,1,1,3,4,5
61,3,1,1,0,21811,0,0,2,1,3,2,12
43,0,0,0,1,10944,4,2,2,1,3,1,8
65,0,0,0,1,18928,2,1,2,0,0,0,5
47,0,0,0,1,12906,15,3,2,0,0,0,5
29,5,1,1,0,18603,0,0,1,0,3,1,3
29,0,1,0,1,11856,2,1,3,0,2,4,12
42,3,0,1,0,16440,0,0,1,0,1,0,19
54,0,0,0,1,12546,0,0,2,0,0,0,13
38,0,0,0,1,6696,0,0,3,1,0,1,3
57,1,0,1,0,20640,15,3,5,1,0,0,2
29,0,1,0,1,9632,6,1,5,0,3,1,9
41,0,1,0,1,11142,5,2,1,0,3,0,18
23,0,1,0,1,5592,0,0,3,0,3,2,3
45,0,0,0,1,14568,12,3,2,0,2,0,17
19,0,1,0,1,4188,0,0,5,0,3,2,5
23,0,1,0,1,8064,1,3,3,1,0,1,10
75,0,0,0,1,18816,7,1,1,0,3,0,5
23,2,1,1,0,16848,2,2,3,0,1,1,14
25,0,0,0,1,7716,0,0,1,1,3,3,8
41,0,0,0,1,9712,0,0,3,0,3,0,6
47,0,0,0,1,10656,9,4,4,0,0,2,17
23,0,1,0,1,11152,0,0,2,0,3,3,6
61,0,0,0,1,20896,15,3,4,1,2,0,17
66,1,0,1,0,27820,4,3,2,0,3,0,14
71,0,0,0,1,16660,0,0,1,0,2,3,11
55,0,0,0,1,17584,4,3,5,0,1,3,16
25,14,1,0,0,12642,0,0,1,1,1,0,2
24,0,0,0,1,3342,4,4,2,1,4,4,8
29,0,0,0,1,11088,5,2,2,0,3,0,10
75,0,0,0,1,23142,9,4,2,0,2,0,3
33,0,1,0,1,8340,1,2,4,0,0,2,19
26,0,1,0,1,6340,0,0,3,0,2,1,14
24,0,1,0,1,5392,0,0,3,0,4,3,10
23,0,1,0,1,3954,0,0,1,0,3,2,4
46,0,1,0,1,9288,12,2,1,0,4,4,10
26,0,1,0,1,12762,3,3,1,0,0,0,15
53,2,1,1,0,19936,2,1,2,0,4,0,2
53,0,0,0,1,11034,11,2,2,1,3,3,7
69,6,0,1,0,31635,0,0,1,0,1,2,8
33,0,1,0,1,10736,0,0,2,0,3,0,1
64,0,1,0,1,20384,3,3,3,0,4,0,10
73,2,0,1,0,28179,12,3,1,0,3,4,16
27,0,1,0,1,11988,3,2,1,0,3,4,12
38,0,1,0,1,11988,7,4,3,0,0,0,1
55,4,0,1,0,19373,6,4,4,0,2,0,3
43,0,1,0,1,12000,0,0,1,1,4,2,16
52,0,0,0,1,15334,9,4,1,0,4,0,13
47,0,0,0,1,14190,0,0,1,0,2,3,6
63,0,0,0,1,16770,7,3,4,1,2,0,3
75,0,0,0,1,25840,3,1,1,0,1,0,0
58,0,0,0,1,14542,1,1,2,0,2,2,16
23,0,1,0,1,9940,0,0,5,0,1,4,6
27,1,0,1,0,16713,8,3,3,1,0,4,13
36,0,1,0,1,7932,15,2,1,1,2,4,4
29,4,1,1,0,15195,1,2,3,0,0,4,6
32,0,0,0,1,11592,6,4,4,1,4,4,12
47,1,0,1,0,14742,8,3,5,0,3,4,8
46,2,0,1,0,17334,4,1,4,1,1,3,6
34,2,1,1,0,12096,0,0,1,0,3,4,12
22,0,1,0,1,8946,0,0,1,0,4,2,17
38,0,0,0,1,15510,0,0,5,0,0,0,17
40,0,0,0,1,14190,15,3,1,1,3,2,17
20,0,1,0,1,8918,0,0,2,0,1,3,3
28,4,0,1,0,15624,0,0,1,0,2,0,10
75,0,1,0,1,26258,15,3,3,1,2,0,18
67,0,0,0,1,20196,0,0,1,1,3,2,16
57,3,0,1,0,19536,15,3,3,1,1,3,18
26,0,1,0,1,10400,2,1,4,1,3,0,0
55,0,1,0,1,17520,7,3,1,0,1,0,10
25,0,1,0,1,8568,0,0,3,0,3,4,5
25,0,1,0,1,7872,0,0,4,1,4,0,17
59,0,1,0,1,13020,6,3,4,0,0,0,3
18,2,1,0,0,7380,0,0,1,0,1,4,17
22,0,1,0,1,4248,0,0,3,0,1,3,7
22,0,1,0,1,8124,0,0,1,0,3,1,15
66,0,0,0,1,16912,2,1,5,0,0,4,11
52,13,0,1,0,25914,0,0,1,0,0,0,5
31,0,1,0,1,13100,0,0,1,0,4,0,10
26,0,0,0,1,10464,0,0,1,1,3,2,8
23,0,1,0,1,5232,0,0,1,0,1,3,15
43,0,0,0,1,8750,8,2,1,0,3,2,9
57,0,0,0,1,16744,0,0,1,0,2,4,13
75,0,0,0,1,17164,1,2,3,0,1,2,13
44,0,1,0,1,11488,3,1,1,0,2,3,0
50,0,0,0,1,17192,1,1,1,0,0,4,7
36,0,1,0,1,11860,15,2,1,0,1,4,17
31,0,1,0,1,9808,0,0,2,0,4,4,4
35,2,0,1,0,13171,4,1,2,1,1,4,18
56,0,1,0,1,18900,1,2,2,0,3,2,11
43,0,0,0,1,12780,4,1,1,0,2,0,1
37,0,0,0,1,13046,11,3,1,0,0,2,6
47,0,0,0,1,14112,3,4,1,0,4,4,12
29,0,0,0,1,4568,0,0,1,0,1,2,15
33,0,1,0,1,9856,9,3,2,0,4,0,10
31,1,1,1,0,14448,5,4,2,1,4,3,8
71,1,0,1,0,24500,9,3,2,1,2,4,9
71,0,0,0,1,16464,6,3,2,1,0,0,1
29,0,0,0,1,9808,0,0,2,0,0,4,2
53,0,0,0,1,11412,15,1,1,0,1,0,1
19,0,1,0,1,5744,0,0,1,0,1,4,12
49,0,0,0,1,12628,0,0,1,1,2,0,6
21,0,0,0,1,6850,0,0,2,0,1,2,6
22,0,1,0,1,6520,0,0,3,0,4,0,7
34,0,0,0,1,8946,3,2,1,1,3,2,16
51,24,0,0,0,29376,3,3,1,1,3,2,14
21,0,1,0,1,9338,0,0,3,0,2,4,4
75,0,0,0,1,18032,6,1,1,0,1,0,17
47,0,0,0,1,14616,14,3,1,0,4,2,3
41,0,0,0,1,11380,2,1,1,1,1,4,5
25,43,1,0,0,30492,5,1,1,0,3,0,2
20,0,1,0,1,3864,0,0,5,1,1,4,8
27,0,1,0,1,11376,0,0,3,0,0,1,1
75,0,0,0,1,24092,15,4,1,0,2,0,12
46,0,0,0,1,11502,2,4,2,0,3,4,6
60,0,0,0,1,18780,8,1,2,0,3,0,11
69,4,0,1,0,26880,0,0,1,0,2,4,8
25,0,1,0,1,9338,0,0,4,0,1,0,7
26,0,1,0,1,5584,0,0,1,1,1,0,5
70,0,0,0,1,22270,15,4,2,0,1,0,17
20,41,0,0,0,32211,1,3,5,1,1,0,16
41,1,0,1,0,20345,9,3,1,0,4,4,8
23,0,0,0,1,3816,0,0,1,0,1,0,13
24,0,1,0,1,4044,0,0,1,0,0,0,15
59,0,0,0,1,14640,15,3,3,0,0,0,15
38,0,0,0,1,10032,7,4,1,0,4,3,0
75,0,0,0,1,20876,7,4,1,1,4,0,0
24,0,1,0,1,6910,0,0,1,0,0,2,5
73,0,0,0,1,20536,14,3,2,0,0,0,19
62,3,0,1,0,22932,7,4,1,0,4,4,11
24,0,1,0,1,10094,3,1,4,0,2,2,7
53,0,0,0,1,19628,2,3,1,1,3,3,11
45,0,0,0,1,12060,2,3,2,0,4,2,2
33,0,1,0,1,9648,1,1,1,0,1,4,3
43,0,1,0,1,8036,0,0,3,0,0,4,12
62,0,0,0,1,16470,6,3,1,0,1,2,17
56,0,0,0,1,14184,15,2,1,1,4,3,14
59,0,0,0,1,15522,8,2,1,0,1,0,14
59,0,0,0,1,14688,0,0,2,0,2,0,8
59,1,0,1,0,26100,2,2,4,0,0,4,19
63,4,1,0,0,24268,4,4,3,1,4,2,16
36,1,0,1,0,13910,0,0,1,0,0,0,13
62,0,0,0,1,18720,0,0,1,1,4,2,15
47,0,1,0,1,13310,5,3,1,1,0,0,14
21,0,1,0,1,8976,0,0,4,0,4,0,12
65,0,0,0,1,16604,0,0,1,0,0,0,0
63,6,0,1,0,18936,9,2,3,1,1,2,2
32,0,1,0,1,7620,2,3,1,0,4,2,2
63,0,0,0,1,16968,0,0,2,0,3,4,9
23,0,1,0,1,5860,0,0,1,0,4,4,8
62,0,0,0,1,15316,0,0,2,0,1,2,19
29,0,1,0,1,10496,4,3,1,0,3,3,1
75,0,0,0,1,23674,15,1,1,0,4,0,18
59,0,1,0,1,11580,15,1,1,0,3,3,16
70,2,0,1,0,29646,0,0,2,0,3,0,3
75,0,0,0,1,21150,3,3,3,0,3,0,15
26,0,1,0,1,8184,3,3,1,0,2,4,19
24,1,0,1,0,12328,3,3,4,1,3,2,19
26,0,0,0,1,5580,2,3,1,0,1,1,10
48,0,1,0,1,13780,6,4,1,0,0,3,15
26,4,0,1,0,17226,3,3,2,0,2,2,5
52,0,0,0,1,15184,15,3,1,1,1,0,6
25,0,1,0,1,8652,0,0,3,0,3,3,4
68,5,0,1,0,34041,1,1,4,0,0,4,16
25,0,0,0,1,5648,4,4,1,0,4,0,5
46,0,0,0,1,14846,2,1,1,1,1,1,0
58,0,0,0,1,16176,15,3,1,0,0,0,11
44,0,0,0,1,11106,7,3,1,0,0,4,19
41,0,1,0,1,10800,2,1,5,0,3,3,7
34,0,0,0,1,6420,0,0,4,0,1,1,14
67,0,0,0,1,18938,9,4,1,0,4,2,9
23,0,1,0,1,4116,0,0,1,1,3,0,5
47,0,1,0,1,14742,5,3,1,0,1,2,1
24,0,1,0,1,10160,0,0,2,0,4,1,17
39,0,0,0,1,8544,15,3,4,0,0,3,17
56,0,0,0,1,16772,13,3,2,1,3,3,5
50,4,0,1,0,25326,8,3,4,1,4,3,18
51,0,1,0,1,13400,2,1,1,0,3,3,5
27,0,0,0,1,8876,1,1,1,0,0,1,3
24,0,1,0,1,6700,3,4,1,1,2,1,8
21,0,1,0,1,3678,0,0,3,0,4,4,11
25,0,1,0,1,5000,0,0,5,0,1,0,5
33,0,1,0,1,8896,8,3,1,0,1,0,9
37,0,1,0,1,12880,1,1,1,1,3,3,7
34,0,1,0,1,6370,2,1,1,0,3,2,8
59,0,1,0,1,14388,15,1,4,0,0,1,13
38,4,0,1,0,26012,0,0,4,0,1,3,15
22,0,1,0,1,7020,0,0,2,0,4,4,13
27,0,0,0,1,6504,0,0,1,0,0,4,13
62,0,0,0,1,12870,0,0,1,0,0,2,1
75,0,1,0,1,17250,15,3,1,0,1,1,10
28,0,1,0,1,13590,0,0,1,0,0,0,13
23,0,1,0,1,8946,3,2,3,1,3,1,13
45,0,0,0,1,14424,15,2,2,1,3,2,7
75,0,0,0,1,20832,6,3,3,0,1,3,11
28,0,1,0,1,9968,1,2,2,0,1,2,18
46,7,0,1,0,22737,8,4,2,0,0,2,13
37,0,0,0,1,13222,0,0,3,1,2,2,16
73,2,0,1,0,28224,0,0,2,0,3,0,4
23,0,1,0,1,6780,0,0,2,0,4,2,14
46,0,1,0,1,13940,0,0,5,0,1,4,12
56,0,1,0,1,16560,15,2,1,1,1,0,10
20,2,1,1,0,15120,0,0,4,1,3,4,15
25,0,0,0,1,12168,0,0,4,0,2,3,18
49,0,0,0,1,13680,15,1,1,0,3,0,2
33,0,1,0,1,9968,6,3,3,0,3,1,10
59,0,0,0,1,13776,0,0,1,0,2,2,1
23,0,1,0,1,4302,0,0,1,0,2,4,19
22,0,1,0,1,6780,0,0,1,0,3,0,11
30,0,0,0,1,11070,8,4,1,1,2,0,14
25,0,0,0,1,5688,0,0,5,0,4,0,1
30,0,1,0,1,10368,1,2,1,0,1,3,14
41,0,0,0,1,14016,3,2,3,0,2,4,15
39,1,1,1,0,23008,0,0,1,0,3,2,16
30,0,1,0,1,7380,4,3,1,1,0,4,1
30,0,0,0,1,12660,0,0,1,0,1,0,4
58,6,0,1,0,24236,4,3,3,0,0,3,14
63,0,1,0,1,13640,6,3,2,0,3,2,17
18,0,1,0,1,11088,0,0,1,0,3,2,14
55,0,0,0,1,14496,3,2,3,0,3,0,15
30,0,1,0,1,9632,0,0,1,1,3,0,10
22,0,1,0,1,5072,2,1,2,0,1,3,0
23,0,0,0,1,10400,2,1,1,1,3,2,7
48,0,1,0,1,12298,7,3,1,0,4,0,16
37,0,0,0,1,6924,2,2,1,0,0,4,19
65,0,0,0,1,21590,0,0,4,0,3,0,3
41,0,1,0,1,11296,0,0,1,1,3,0,4
41,0,1,0,1,11718,3,1,4,1,1,1,18
75,0,0,0,1,19992,0,0,2,0,0,2,8
29,0,0,0,1,5352,1,1,2,0,2,0,16
23,0,1,0,1,6620,0,0,4,0,2,0,6
50,3,0,1,0,16688,0,0,4,0,2,0,15
24,0,1,0,1,4014,1,1,4,0,3,2,1
44,0,0,0,1,12222,0,0,2,0,3,0,13
48,0,0,0,1,17974,0,0,1,0,2,0,9
22,0,1,0,1,9800,2,3,1,0,2,3,8
36,0,1,0,1,10256,4,1,1,0,2,1,11
48,9,0,0,0,17752,0,0,1,0,3,3,5
27,0,0,0,1,8288,3,4,2,0,3,4,2
20,0,1,0,1,5616,0,0,1,0,3,4,16
75,0,0,0,1,20288,3,3,1,0,2,3,13
75,0,0,0,1,18784,8,4,2,0,1,0,9
54,0,1,0,1,18116,0,0,2,0,2,4,10
47,0,1,0,1,11502,0,0,2,0,4,4,8
54,1,0,1,0,23794,15,4,1,0,3,0,18
58,0,0,0,1,17136,1,2,3,1,2,4,10
63,1,0,1,0,22104,2,3,1,0,2,0,3
40,1,0,1,0,22320,1,3,1,1,2,4,0
42,0,1,0,1,16056,0,0,3,1,4,1,16
45,0,1,0,1,16484,0,0,1,0,1,3,18
40,0,0,0,1,9280,8,2,1,1,2,0,4
50,0,0,0,1,17808,10,4,2,0,0,0,19
51,0,0,0,1,14616,4,3,1,0,4,2,5
20,0,1,0,1,6410,0,0,3,0,3,3,16
43,0,1,0,1,14640,9,1,4,0,1,1,13
66,0,0,0,1,17584,4,4,2,1,2,0,3
27,0,1,0,1,11142,0,0,1,0,1,3,5
75,0,0,0,1,21658,15,2,1,1,2,2,16
21,0,1,0,1,10032,0,0,1,1,2,4,1
52,0,1,0,1,12606,3,3,1,0,1,0,8
20,0,1,0,1,5480,0,0,1,0,2,2,17
28,0,0,0,1,10336,2,1,1,0,3,1,3
32,2,0,1,0,13664,8,4,1,0,2,1,3
37,0,1,0,1,12210,0,0,1,0,0,1,9
28,0,0,0,1,9696,0,0,3,0,2,1,1
48,0,0,0,1,9248,0,0,1,0,1,3,7
58,0,1,0,1,15574,3,2,5,0,0,4,3
65,1,0,1,0,26166,15,3,4,0,2,0,11
32,1,0,1,0,10785,8,4,1,0,2,0,12
28,0,0,0,1,9648,5,1,1,1,1,4,19
25,0,1,0,1,8932,0,0,1,0,0,4,8
48,1,0,1,0,17940,11,4,2,0,4,0,8
26,0,1,0,1,13716,0,0,4,0,0,0,17
20,8,1,1,0,16480,0,0,2,0,0,3,7
22,0,1,0,1,6110,0,0,2,0,0,2,2
53,0,1,0,1,12520,8,3,1,0,0,2,4
47,0,1,0,1,11340,2,1,1,0,3,4,4
63,1,1,1,0,33843,4,1,2,1,3,1,9
75,0,0,0,1,19618,15,1,1,0,1,0,8
21,0,1,0,1,10368,0,0,3,0,0,1,12
25,0,1,0,1,6520,4,3,2,0,0,0,11
67,0,0,0,1,23834,1,4,1,0,4,0,10
73,0,0,0,1,19104,8,3,1,1,0,0,2
51,0,0,0,1,10584,7,3,1,1,4,2,3
61,0,0,0,1,14928,3,2,1,0,1,3,3
51,0,1,0,1,13220,9,3,1,0,3,0,8
42,0,1,0,1,10152,4,1,1,0,1,4,1
27,0,0,0,1,4728,0,0,1,0,3,4,3
57,0,0,0,1,13800,0,0,1,0,4,0,8
30,0,1,0,1,10144,0,0,1,0,2,3,13
27,0,1,0,1,5248,1,1,1,0,3,3,11
75,0,1,0,1,19686,15,2,1,0,1,2,5
51,0,0,0,1,14424,15,1,1,0,3,2,10
72,0,0,0,1,19350,15,4,4,1,4,0,14
58,0,0,0,1,15834,10,4,4,0,1,4,19
54,0,0,0,1,15808,0,0,3,1,1,0,4
41,0,0,0,1,10962,0,0,4,0,2,2,12
55,0,1,0,1,13702,13,3,2,0,0,4,3
27,0,1,0,1,9310,5,1,1,0,1,3,1
18,36,0,0,0,26499,6,3,1,0,3,4,17
74,1,0,1,0,27360,0,0,2,0,2,0,7
62,6,0,0,0,21672,2,4,2,0,2,4,1
25,0,0,0,1,6290,2,1,4,0,3,4,6
43,25,1,0,0,26280,11,3,5,0,1,0,9
25,7,1,1,0,12816,4,1,2,1,1,3,19
22,0,1,0,1,9114,0,0,1,1,3,0,16
68,0,1,0,1,14352,3,3,1,0,3,0,16
42,0,1,0,1,9856,4,1,1,0,1,4,11
45,0,0,0,1,12720,2,3,1,0,1,1,4
24,0,1,0,1,7680,0,0,4,1,4,2,19
65,6,1,1,0,24024,3,2,1,0,3,0,2
49,0,1,0,1,15816,1,1,1,0,2,3,6
21,0,1,0,1,3546,0,0,1,0,1,3,7
19,27,0,1,0,19830,3,3,1,1,3,2,17
19,0,1,0,1,4128,0,0,3,0,0,2,12
44,0,1,0,1,9534,3,1,1,1,2,3,8
24,0,1,0,1,8428,0,0,1,0,0,4,17
55,0,0,0,1,14184,0,0,1,0,1,4,19
30,0,0,0,1,5660,1,3,2,0,0,1,6
52,0,1,0,1,16224,0,0,1,1,1,4,10
43,0,0,0,1,11980,9,3,2,0,1,0,10
52,0,0,0,1,13752,5,2,2,0,3,3,17
35,11,0,1,0,27571,1,3,3,1,4,0,8
74,0,0,0,1,18576,2,3,2,0,0,4,18
36,0,0,0,1,8358,4,1,2,0,3,4,0
38,3,0,1,0,11936,0,0,3,0,3,0,4
75,0,0,0,1,17388,15,4,1,0,1,0,0
50,2,0,1,0,25996,1,3,1,1,2,0,7
21,34,0,0,0,22268,0,0,4,0,3,0,3
41,0,1,0,1,8540,6,3,2,0,3,2,12
28,5,1,0,0,17192,2,2,1,0,1,3,15
62,5,1,1,0,29952,6,1,3,0,0,0,16
75,0,0,0,1,24358,0,0,4,0,4,2,1
31,0,0,0,1,13120,3,3,1,0,2,2,9
25,0,0,0,1,6380,4,3,3,0,2,1,4
48,0,0,0,1,13156,5,1,1,0,1,0,19
22,0,0,0,1,4116,0,0,1,1,2,2,1
51,0,1,0,1,14102,10,1,1,0,1,3,14
50,0,0,0,1,14352,5,3,1,0,0,2,11
37,1,0,0,0,19488,5,3,1,0,4,4,4
30,0,0,0,1,5940,0,0,2,0,1,2,5
22,0,1,0,1,8844,1,3,1,0,2,1,14
41,0,0,0,1,15480,2,1,1,1,3,4,2
28,0,1,0,1,12114,2,1,1,0,4,4,8
53,1,0,1,0,21436,15,2,1,0,3,4,12
21,0,1,0,1,8076,0,0,1,0,3,4,18
22,0,1,0,1,6730,0,0,1,0,3,0,0
58,0,0,0,1,12456,7,1,1,0,0,2,1
44,0,0,0,1,10080,0,0,1,0,0,0,15
75,0,1,0,1,19500,5,3,1,0,3,3,11
24,0,1,0,1,8974,2,3,1,0,4,2,12
44,0,0,0,1,14832,0,0,4,0,4,4,4
21,0,1,0,1,10592,0,0,1,0,0,0,0
46,0,1,0,1,14976,1,3,4,0,4,3,18
18,0,1,0,1,9268,0,0,3,0,1,4,5
73,0,0,0,1,20700,1,1,1,1,1,4,4
33,0,0,0,1,5960,8,2,3,0,3,3,16
71,0,0,0,1,16072,0,0,2,0,2,0,16
65,0,1,0,1,17700,15,3,2,1,2,0,13
22,0,0,0,1,9842,0,0,5,0,0,4,3
30,0,1,0,1,12420,0,0,5,0,0,3,16
20,0,1,0,1,4236,0,0,1,0,2,4,0
27,7,1,1,0,12857,6,2,1,0,3,3,10
48,0,0,0,1,14352,2,3,4,1,2,4,4
24,0,1,0,1,5860,0,0,1,0,1,3,17
74,0,0,0,1,24192,0,0,3,0,3,0,13
24,0,1,0,1,10704,0,0,1,1,1,0,0
75,0,0,0,1,23508,2,4,4,0,1,0,1
60,0,0,0,1,21472,3,3,1,1,1,4,7
32,0,1,0,1,6170,1,1,4,0,3,0,13
63,0,0,0,1,18336,4,1,1,0,1,4,8
75,0,0,0,1,18420,5,2,1,0,3,0,8
53,0,0,0,1,13632,0,0,2,0,0,3,11
40,5,0,1,0,21120,0,0,2,1,2,1,10
19,0,1,0,1,4428,0,0,4,0,0,3,0
72,0,0,0,1,14716,2,1,5,1,1,0,9
21,0,1,0,1,7680,0,0,2,0,1,0,4
29,0,1,0,1,7728,0,0,2,0,1,0,3
29,0,1,0,1,5660,0,0,4,0,1,3,19
22,0,1,0,1,9744,2,3,2,0,2,2,14
61,1,0,1,0,18777,13,3,2,0,0,2,14
67,0,0,0,1,20490,0,0,4,0,3,0,14
27,0,1,0,1,10836,0,0,1,0,0,4,7
25,0,0,0,1,10746,2,2,3,0,1,2,6
67,3,0,1,0,30732,0,0,4,0,0,0,13
21,0,1,0,1,10352,0,0,2,0,0,2,15
75,0,0,0,1,22860,14,3,1,0,0,0,9
75,0,0,0,1,21792,0,0,1,0,3,2,3
55,0,0,0,1,14568,0,0,1,0,0,4,14
67,0,1,0,1,13488,0,0,2,0,1,0,1
19,0,0,0,1,2932,0,0,1,0,1,0,4
24,0,1,0,1,5032,0,0,2,1,1,2,9
53,0,0,0,1,11268,0,0,4,0,1,4,11
59,0,0,0,1,15600,12,3,2,1,3,0,12
67,8,0,1,0,36072,3,3,1,0,2,0,10
72,0,0,0,1,20844,0,0,1,0,1,1,13
69,5,0,1,0,29178,15,3,1,0,2,1,2
51,0,1,0,1,15336,3,3,1,0,0,0,14
36,1,1,1,0,13419,4,2,1,0,1,1,9
23,0,1,0,1,4280,1,1,1,0,0,2,9
34,0,1,0,1,6060,2,4,3,0,0,4,19
61,0,1,0,1,13368,7,3,5,0,3,3,3
26,0,1,0,1,5048,0,0,1,0,3,4,2
20,0,1,0,1,4856,0,0,1,1,1,2,10
75,0,0,0,1,20060,8,3,1,0,2,0,1
25,0,1,0,1,9310,1,3,1,0,4,0,17
27,0,0,0,1,9968,0,0,1,0,3,3,11
71,0,0,0,1,20288,6,2,2,0,3,2,17
53,0,0,0,1,13420,15,4,4,0,2,2,15
70,0,0,0,1,18630,0,0,1,1,2,0,8
71,0,0,0,1,16120,0,0,1,0,3,3,4
21,0,1,0,1,9268,0,0,2,1,0,1,19
22,0,1,0,1,9240,0,0,1,0,1,0,12
32,0,0,0,1,11072,7,2,5,0,4,0,13
53,0,1,0,1,15070,12,3,5,0,3,4,11
75,0,1,0,1,22912,6,4,2,0,3,4,8
33,3,0,1,0,18432,15,3,1,1,2,1,0
23,0,1,0,1,10512,0,0,1,0,3,4,13
75,0,0,0,1,19584,15,3,2,0,1,0,12
26,0,1,0,1,7836,1,1,1,1,1,1,6
22,0,1,0,1,7992,1,1,1,1,1,3,6
27,0,1,0,1,5810,2,1,1,0,1,3,2
53,6,0,1,0,24652,1,1,4,1,1,4,6
59,0,0,0,1,13320,15,2,1,0,4,2,8
35,0,1,0,1,11160,0,0,1,1,2,3,17
36,0,1,0,1,8554,0,0,1,0,2,0,9
23,0,1,0,1,10432,0,0,2,0,3,3,6
63,0,0,0,1,13310,12,3,1,0,0,0,7
35,0,1,0,1,11826,2,1,2,1,1,4,9
24,0,1,0,1,3564,0,0,1,0,1,2,19
51,0,0,0,1,16354,0,0,3,0,4,3,3
59,12,0,1,0,29472,15,3,3,0,4,0,6
48,0,0,0,1,11902,2,2,3,0,0,4,13
54,0,0,0,1,10710,3,1,1,0,1,4,2
23,0,1,0,1,9786,1,3,3,0,4,0,17
60,5,0,1,0,26964,15,3,1,0,3,3,8
25,0,1,0,1,6710,2,1,5,0,3,3,12
46,0,1,0,1,11322,15,3,1,0,2,2,19
57,0,0,0,1,16072,15,1,1,0,0,0,17
52,0,1,0,1,12380,13,4,1,1,4,0,7
40,0,0,0,1,10854,7,4,1,1,4,4,3
67,0,1,0,1,15456,0,0,3,0,3,0,2
75,0,0,0,1,27132,14,3,1,0,2,0,11
24,0,1,0,1,6580,0,0,1,1,2,2,12
21,0,1,0,1,9562,1,3,1,0,3,4,1
28,0,0,0,1,5112,0,0,4,0,4,4,18
27,0,0,0,1,8932,4,1,1,1,3,0,11
26,0,0,0,1,9376,0,0,1,0,3,3,9
44,0,1,0,1,11638,8,4,1,0,0,4,15
22,3,0,1,0,12409,5,1,3,1,1,4,18
16,30,0,1,0,15951,9,3,5,0,1,2,3
36,0,1,0,1,13442,7,1,5,0,1,2,7
32,13,1,1,0,22281,15,1,1,0,1,3,7
54,0,0,0,1,17238,14,1,4,0,3,2,5
21,0,0,0,1,11712,0,0,1,0,3,3,10
75,0,1,0,1,20332,0,0,1,0,0,2,16
28,26,0,1,0,16156,5,1,1,0,0,4,18
61,0,0,0,1,18256,0,0,5,0,4,4,4
47,0,0,0,1,10832,4,3,1,0,0,3,10
75,0,0,0,1,20130,0,0,3,0,4,0,2
28,0,1,0,1,5144,3,3,1,0,3,4,11
28,0,1,0,1,5152,6,3,2,0,1,3,8
26,0,1,0,1,11610,0,0,5,1,1,1,12
64,0,0,0,1,13420,10,3,5,0,4,0,3
69,6,0,1,0,34020,2,3,4,0,3,3,6
47,7,0,1,0,27174,3,1,4,0,1,4,18
49,0,0,0,1,16302,1,3,1,0,2,3,1
63,0,1,0,1,17864,15,1,1,0,3,4,12
68,0,0,0,1,21896,4,4,1,1,4,0,0
41,1,1,1,0,16460,3,2,1,0,2,1,1
59,0,0,0,1,17696,1,3,1,1,3,2,10
75,0,0,0,1,25536,2,3,1,0,0,0,17
22,0,1,0,1,10048,0,0,1,0,1,0,19
71,0,1,0,1,21600,15,3,2,1,4,2,6
44,0,1,0,1,11502,3,1,3,0,1,2,7
73,2,0,1,0,30624,6,1,1,0,0,0,11
54,5,0,1,0,23010,15,2,5,0,2,2,16
21,0,0,0,1,7068,0,0,2,1,1,4,3
61,0,0,0,1,12584,15,3,2,1,1,0,2
40,0,1,0,1,14472,0,0,3,0,1,4,12
53,0,0,0,1,18060,6,3,3,0,0,0,0
36,0,1,0,1,8004,2,3,1,0,2,2,9
71,0,1,0,1,16520,10,2,3,0,1,3,14
34,0,1,0,1,5570,0,0,1,1,1,4,15
39,0,1,0,1,12618,4,3,5,0,4,0,9
24,0,0,0,1,3630,0,0,2,0,3,2,16
57,0,0,0,1,15158,0,0,1,0,2,4,2
48,0,1,0,1,9472,15,2,1,0,2,4,13
75,0,0,0,1,22134,10,3,5,1,2,1,7
40,0,1,0,1,13620,3,1,1,0,3,3,5
60,0,1,0,1,14088,0,0,5,1,1,2,1
22,0,0,0,1,9824,0,0,2,0,4,2,1
19,0,1,0,1,5912,0,0,5,0,1,3,7
30,0,1,0,1,8288,5,3,1,0,2,4,2
29,2,0,1,0,18690,3,3,5,0,1,3,4
31,0,1,0,1,11440,6,1,1,1,4,3,8
50,0,1,0,1,12200,3,2,1,0,1,4,18
33,0,1,0,1,6200,0,0,1,1,1,2,5
25,0,1,0,1,7176,3,4,1,1,4,0,13
69,6,0,1,0,41496,0,0,1,0,0,1,11
24,0,1,0,1,6030,0,0,1,0,1,0,13
66,0,1,0,1,15528,0,0,1,0,0,2,4
65,0,1,0,1,20910,0,0,3,1,1,0,7
75,0,0,0,1,16296,15,3,1,0,3,2,6
33,9,0,1,0,21683,2,1,1,0,1,4,18
54,0,0,0,1,15548,5,3,2,0,3,1,0
34,10,0,1,0,19065,0,0,1,0,4,0,2
33,0,0,0,1,12330,1,1,3,0,0,1,7
29,0,1,0,1,9786,5,2,5,0,2,4,19
19,39,0,0,0,26112,0,0,1,0,0,0,12
28,0,1,0,1,5416,2,3,2,1,2,1,8
