,Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Reco_Policy_Cat,City_Code,Region_Code,Response
17911,21,0,1,0,1,9254,1,2,1,17,16,1354,0
17912,71,0,1,0,1,21248,0,0,1,17,2,2774,0
17913,30,0,1,0,1,10160,3,2,2,21,5,5119,0
17914,17,35,0,1,0,23284,0,0,1,21,2,2382,0
17915,17,29,0,0,0,17715,8,3,1,18,3,230,0
17916,37,0,1,0,1,12800,1,3,1,21,2,498,0
17917,40,0,1,0,1,10064,0,0,3,19,12,1018,0
17918,23,0,1,0,1,7716,0,0,1,17,6,3478,1
17919,56,1,0,1,0,25788,0,0,1,11,10,1851,0
17920,75,0,0,0,1,18660,7,1,1,12,1,2946,1
17921,52,0,1,0,1,12320,9,3,4,12,2,107,0
17922,68,0,0,0,1,18452,2,3,1,17,1,848,1
17923,45,0,0,0,1,8880,2,1,2,12,4,3912,1
17924,26,0,0,0,1,4928,0,0,1,14,3,1130,0
17925,48,0,1,0,1,14036,0,0,1,4,13,44,0
17926,22,0,1,0,1,8624,0,0,3,18,4,357,0
17927,26,0,1,0,1,9968,2,2,1,20,23,91,1
17928,49,0,1,0,1,11760,15,2,1,20,6,1991,1
17929,23,0,1,0,1,4056,0,0,1,5,4,105,1
17930,28,7,1,1,0,16614,10,1,1,19,1,142,0
17931,31,0,0,0,1,8302,5,3,1,22,6,1305,0
17932,61,0,0,0,1,14400,0,0,1,19,18,893,0
17933,25,1,1,1,0,12654,3,2,1,3,2,1115,0
17934,62,13,0,0,0,30749,2,3,1,20,4,3681,0
17935,50,2,0,1,0,17874,2,3,2,4,3,83,0
17936,56,0,0,0,1,14640,6,3,2,21,4,870,1
17937,20,3,1,1,0,11616,1,2,2,17,3,1592,0
17938,75,0,0,0,1,17444,15,2,1,17,24,1127,0
17939,67,0,0,0,1,15120,11,3,2,17,33,475,1
17940,23,0,1,0,1,10598,0,0,1,9,1,3625,0
17941,17,29,1,0,0,28137,6,3,1,17,5,3458,0
17942,53,3,0,1,0,27000,7,4,4,17,26,2765,1
17943,69,0,0,0,1,19328,5,1,3,16,1,450,0
17944,36,0,0,0,1,7546,4,3,2,12,3,1940,0
17945,35,0,0,0,1,8806,0,0,3,20,8,2565,0
17946,31,0,0,0,1,10656,0,0,1,21,3,1242,0
17947,26,0,0,0,1,10962,2,3,1,22,17,1118,1
17948,23,0,1,0,1,6040,2,1,1,22,20,2048,1
17949,24,1,0,1,0,9696,0,0,6,1,15,768,0
17950,75,0,0,0,1,19012,2,1,1,18,10,3138,1
17951,74,0,0,0,1,16912,9,2,1,20,1,1542,0
17952,57,0,1,0,1,19600,2,1,4,21,10,193,0
17953,22,0,1,0,1,4936,0,0,1,20,16,2210,0
17954,52,0,1,0,1,13080,11,3,2,21,2,2531,0
17955,49,0,0,0,1,11040,0,0,2,12,3,1940,0
17956,60,0,0,0,1,18784,5,3,1,9,9,1183,1
17957,23,0,1,0,1,7224,0,0,2,1,8,1807,0
17958,45,0,1,0,1,16536,2,3,1,20,1,255,0
17959,21,0,1,0,1,9296,0,0,1,18,22,331,1
17960,40,0,0,0,1,12780,14,1,1,19,1,1149,0
17961,29,0,1,0,1,11826,0,0,1,12,15,3040,0
17962,75,0,0,0,1,23528,15,2,1,17,11,4252,1
17963,31,0,1,0,1,9920,6,3,3,18,2,301,0
17964,16,43,0,0,0,23755,3,3,2,21,6,4806,1
17965,47,0,1,0,1,17368,3,3,1,14,2,3400,1
17966,39,0,1,0,1,13374,0,0,3,18,10,247,0
17967,75,0,0,0,1,18960,1,3,1,8,1,863,0
17968,61,0,0,0,1,15864,0,0,1,2,3,1147,0
17969,46,8,0,1,0,26460,2,3,1,18,10,206,0
17970,26,0,1,0,1,4912,0,0,2,17,3,59,0
17971,41,1,0,1,0,18843,4,1,6,1,19,3440,0
17972,58,0,1,0,1,14916,0,0,6,21,16,3114,0
17973,63,0,0,0,1,18912,15,3,6,14,5,4540,1
17974,28,0,1,0,1,11628,0,0,1,21,3,972,0
17975,71,0,0,0,1,17238,4,4,5,20,1,1693,0
17976,30,1,0,1,0,18522,2,4,1,22,2,1789,1
17977,71,0,0,0,1,19200,0,0,1,22,2,2899,0
17978,18,40,0,1,0,17780,15,2,1,16,6,4633,0
17979,38,2,1,1,0,21024,0,0,2,16,1,303,0
17980,26,0,1,0,1,8988,0,0,1,22,8,3494,1
17981,21,0,1,0,1,9884,0,0,3,16,1,5954,1
17982,25,0,1,0,1,7308,0,0,2,15,3,1091,1
17983,75,0,0,0,1,23460,0,0,3,18,20,159,0
17984,66,9,0,1,0,33801,5,2,1,22,1,879,1
17985,26,0,0,0,1,8106,0,0,1,17,2,859,0
17986,19,0,1,0,1,8976,0,0,3,21,6,667,0
17987,55,0,1,0,1,16884,3,1,1,2,19,820,0
17988,64,11,0,0,0,29369,0,0,6,14,21,4318,0
17989,40,0,1,0,1,9324,4,4,5,9,8,541,0
17990,33,0,0,0,1,9744,3,2,2,20,12,3115,0
17991,32,0,1,0,1,8526,2,2,6,15,6,1880,1
17992,44,0,0,0,1,10336,2,2,2,21,6,253,0
17993,40,0,0,0,1,14036,0,0,3,18,5,1448,0
17994,35,0,1,0,1,12452,1,3,1,13,20,2421,0
17995,26,0,1,0,1,7966,0,0,1,1,4,3584,0
17996,71,0,0,0,1,22284,11,3,1,8,1,3247,0
17997,66,0,1,0,1,15360,1,1,2,15,17,901,0
17998,37,0,0,0,1,12276,0,0,2,12,1,888,0
17999,45,0,0,0,1,9664,1,4,4,12,9,10,0
18000,63,0,1,0,1,18810,0,0,1,17,3,800,0
18001,30,0,1,0,1,8694,0,0,1,9,6,1132,0
18002,69,0,0,0,1,19328,11,3,1,14,1,2578,0
18003,39,1,0,1,0,19126,6,4,2,17,8,1883,0
18004,73,2,0,1,0,25446,0,0,2,14,2,1857,0
18005,63,0,1,0,1,22464,3,3,2,14,2,2641,0
18006,75,0,0,0,1,19230,15,3,3,18,1,1542,0
18007,20,0,0,0,1,9114,0,0,1,15,8,2698,1
18008,46,0,0,0,1,8304,4,2,1,1,25,3653,0
18009,32,0,1,0,1,7932,0,0,2,22,18,1917,0
18010,23,0,1,0,1,10144,0,0,1,20,11,2340,0
18011,26,0,0,0,1,12330,0,0,3,20,8,2399,1
18012,67,0,0,0,1,15730,15,2,3,17,1,3201,1
18013,44,0,0,0,1,9940,0,0,1,3,2,3530,0
18014,55,0,1,0,1,14080,0,0,2,9,4,1362,0
18015,22,31,1,1,0,22011,0,0,1,21,3,1791,0
18016,59,0,1,0,1,19152,0,0,4,17,8,4088,0
18017,22,0,1,0,1,6160,0,0,2,12,8,3848,1
18018,49,0,1,0,1,11840,4,2,4,22,13,595,1
18019,24,0,0,0,1,3588,0,0,1,18,4,184,1
18020,25,3,0,1,0,17020,0,0,3,12,9,10,1
18021,68,1,0,1,0,27540,9,4,1,13,23,5864,0
18022,33,0,0,0,1,13200,6,3,4,22,9,66,0
18023,51,0,1,0,1,13680,0,0,1,16,10,1077,0
18024,75,0,0,0,1,20916,0,0,1,13,1,145,0
18025,64,0,0,0,1,14924,4,3,4,6,6,2609,0
18026,18,33,0,0,0,23078,1,2,3,2,17,1058,0
18027,21,2,1,0,0,6470,0,0,3,20,27,3082,1
18028,63,0,0,0,1,17760,10,3,1,11,10,3909,1
18029,67,0,0,0,1,17640,0,0,1,12,17,1040,1
18030,74,0,0,0,1,22882,0,0,1,22,2,1700,1
18031,52,0,0,0,1,12452,1,3,4,2,13,687,0
18032,25,0,0,0,1,11592,0,0,1,1,15,2515,0
18033,49,0,1,0,1,11560,0,0,1,15,33,3066,0
18034,18,0,1,0,1,4482,0,0,1,6,13,34,0
18035,40,0,0,0,1,8464,7,3,1,14,4,1679,0
18036,19,0,0,0,1,3016,0,0,3,21,3,1791,0
18037,72,0,0,0,1,18210,9,3,1,6,13,3602,1
18038,23,0,1,0,1,7632,3,1,1,19,7,1779,0
18039,65,0,0,0,1,16380,4,4,1,22,4,1396,0
18040,42,2,0,1,0,14380,3,3,1,21,6,4175,0
18041,25,0,1,0,1,6140,2,2,1,2,14,234,0
18042,30,0,0,0,1,5230,6,3,3,12,4,1466,1
18043,22,0,1,0,1,4332,0,0,3,20,16,100,0
18044,21,0,1,0,1,11424,0,0,2,22,2,3667,0
18045,23,0,1,0,1,3780,0,0,3,16,9,1358,0
18046,20,0,0,0,1,7260,0,0,3,14,2,568,1
18047,47,3,0,1,0,27144,0,0,5,19,1,1371,1
18048,35,0,0,0,1,7572,5,1,2,16,24,3107,0
18049,44,0,0,0,1,14014,0,0,1,3,2,3619,0
18050,34,0,1,0,1,9264,0,0,6,18,3,1213,0
18051,46,0,1,0,1,17030,9,3,4,22,3,3073,0
18052,31,0,0,0,1,7992,0,0,5,16,1,1623,1
18053,27,0,0,0,1,7140,0,0,2,17,2,777,0
18054,63,0,0,0,1,17940,0,0,1,22,1,929,0
18055,46,0,0,0,1,14638,2,3,1,4,29,1828,1
18056,20,0,1,0,1,11264,0,0,3,21,6,1269,0
18057,23,0,1,0,1,8806,0,0,6,2,3,3137,1
18058,39,1,0,1,0,11701,2,1,1,2,7,1300,1
18059,75,0,0,0,1,20000,2,3,3,21,20,1087,0
18060,24,0,1,0,1,10560,1,2,4,13,23,5108,0
18061,33,0,1,0,1,9324,0,0,1,6,3,1955,0
18062,24,0,1,0,1,9002,0,0,1,20,3,2600,0
18063,21,0,1,0,1,9450,0,0,1,2,3,2900,0
18064,61,0,1,0,1,13860,0,0,1,17,1,102,0
18065,34,2,0,1,0,15795,7,2,6,16,3,71,0
18066,69,0,0,0,1,18452,8,1,1,20,6,1795,0
18067,31,0,1,0,1,7548,0,0,4,22,2,204,1
18068,24,0,1,0,1,3978,3,4,1,9,6,3385,0
18069,39,0,1,0,1,11264,4,3,4,21,2,984,0
18070,65,0,0,0,1,20192,7,3,1,17,23,770,0
18071,26,0,0,0,1,7224,3,3,2,1,32,1361,0
18072,72,0,0,0,1,17520,15,2,6,13,3,3733,0
18073,56,0,1,0,1,20340,0,0,4,18,2,3753,0
18074,31,0,1,0,1,7704,3,3,5,20,3,2797,0
18075,27,0,1,0,1,5008,3,1,3,4,9,4071,0
18076,20,0,1,0,1,3852,0,0,1,2,9,2058,0
18077,25,0,1,0,1,5810,0,0,1,14,2,489,1
18078,50,7,1,1,0,25244,4,3,1,9,11,2390,1
18079,16,32,0,1,0,24336,0,0,2,17,6,114,0
18080,24,0,1,0,1,11168,0,0,1,22,2,137,0
18081,23,0,1,0,1,6130,0,0,1,17,4,357,1
18082,23,0,1,0,1,6440,0,0,2,18,5,1220,1
18083,17,21,1,0,0,17715,0,0,1,22,33,3669,0
18084,29,2,1,0,0,17037,5,2,2,16,8,144,0
18085,60,0,1,0,1,19616,9,3,1,16,19,1004,0
18086,75,0,0,0,1,21856,15,1,1,16,1,284,0
18087,60,0,0,0,1,14388,0,0,4,19,19,3778,0
18088,30,0,1,0,1,5880,0,0,6,16,4,3861,1
18089,29,0,0,0,1,8050,7,3,2,1,32,4523,0
18090,67,0,0,0,1,19648,13,3,3,18,24,222,1
18091,26,0,1,0,1,11664,0,0,1,22,2,218,0
18092,71,0,0,0,1,20264,0,0,2,17,2,2492,1
18093,39,0,0,0,1,11536,0,0,2,17,2,3323,0
18094,26,0,1,0,1,12060,2,3,2,4,12,3586,1
18095,60,0,0,0,1,12936,15,2,1,13,2,2219,0
18096,60,0,0,0,1,15080,4,2,2,20,23,80,1
18097,28,0,1,0,1,4760,5,4,1,19,1,3612,1
18098,75,0,0,0,1,19924,6,3,1,3,2,2513,0
18099,70,0,1,0,1,21204,3,1,1,16,1,146,0
18100,27,0,1,0,1,8820,2,1,3,12,5,5724,1
18101,22,0,1,0,1,7644,1,2,1,20,7,2588,0
18102,70,0,1,0,1,22680,15,3,1,18,2,2088,0
18103,44,1,0,1,0,25203,3,2,5,22,2,4786,1
18104,27,0,1,0,1,10854,2,1,1,13,9,3320,0
18105,56,0,1,0,1,10900,0,0,2,17,23,770,0
18106,28,0,1,0,1,10500,2,1,1,16,8,1092,0
18107,57,0,0,0,1,11860,15,1,2,19,19,1897,1
18108,18,27,0,0,0,20543,15,1,1,12,15,213,0
18109,53,0,1,0,1,14136,0,0,1,12,3,258,0
18110,20,0,1,0,1,6440,0,0,1,2,33,1874,0
18111,40,3,1,1,0,15850,3,1,1,1,15,1137,0
18112,18,26,0,1,0,15472,6,3,2,16,16,2461,0
18113,19,0,1,0,1,8244,0,0,1,2,3,1471,0
18114,69,0,0,0,1,17948,15,3,2,18,2,984,0
18115,73,0,0,0,1,16492,4,3,1,15,7,2604,1
18116,40,0,0,0,1,15720,11,2,3,18,15,4551,1
18117,48,0,0,0,1,12240,11,1,1,22,15,4120,0
18118,50,0,1,0,1,14784,2,1,2,12,12,465,0
18119,75,0,0,0,1,20010,6,1,2,18,3,58,1
18120,30,0,1,0,1,9674,0,0,1,14,2,1847,0
18121,45,0,0,0,1,16042,5,1,1,19,1,3160,0
18122,59,1,0,1,0,21949,0,0,5,22,1,39,1
18123,39,0,1,0,1,13706,0,0,1,20,6,143,0
18124,58,5,0,1,0,29568,0,0,4,18,1,285,0
18125,18,0,1,0,1,10626,0,0,3,21,34,61,0
18126,30,0,0,0,1,13020,10,3,2,3,2,1896,0
18127,75,0,0,0,1,18200,0,0,1,22,2,1034,0
18128,24,0,1,0,1,3996,0,0,3,21,2,3435,0
18129,38,2,0,1,0,14742,7,3,4,22,11,694,1
18130,28,0,1,0,1,5312,5,2,4,19,10,3231,1
18131,25,0,1,0,1,6040,2,1,1,12,17,200,0
18132,23,0,1,0,1,3774,0,0,3,12,15,2011,1
18133,74,0,0,0,1,18972,6,3,1,14,3,4196,0
18134,70,0,0,0,1,17888,0,0,2,21,15,1191,0
18135,69,0,0,0,1,15816,0,0,2,21,4,470,0
18136,28,0,0,0,1,8076,0,0,4,21,9,3834,0
18137,27,0,1,0,1,5056,5,3,3,21,10,224,0
18138,23,0,1,0,1,6320,0,0,4,15,34,5527,0
18139,23,0,1,0,1,11296,0,0,2,18,3,1716,0
18140,55,6,0,1,0,27699,8,4,3,6,9,518,0
18141,67,0,0,0,1,16128,1,3,1,11,2,1615,0
18142,36,0,0,0,1,11232,1,2,1,3,2,3511,0
18143,56,5,0,1,0,22348,0,0,1,17,4,751,0
18144,19,0,1,0,1,11102,0,0,1,17,1,1819,0
18145,64,0,0,0,1,18150,15,3,1,18,1,25,0
18146,35,0,1,0,1,9918,4,1,1,1,18,4966,0
18147,51,0,0,0,1,17892,3,1,1,19,19,2666,0
18148,26,25,1,0,0,18424,0,0,2,16,5,2675,1
18149,25,0,1,0,1,10144,0,0,1,3,2,599,0
18150,50,0,0,0,1,15202,0,0,7,22,2,3969,1
18151,68,0,0,0,1,22590,3,1,1,16,10,754,0
18152,75,0,1,0,1,27360,7,2,2,13,2,3132,1
18153,75,0,0,0,1,22116,4,3,3,1,6,5050,0
18154,23,0,1,0,1,7030,0,0,1,16,1,2713,0
18155,67,6,0,1,0,29184,15,4,1,21,1,977,0
18156,25,0,1,0,1,4960,0,0,4,13,23,375,0
18157,27,0,1,0,1,10822,0,0,1,11,2,3783,0
18158,34,0,1,0,1,8834,3,1,1,12,1,3516,1
18159,26,0,1,0,1,6870,2,2,1,17,3,1096,0
18160,75,0,0,0,1,21376,15,2,1,19,7,619,0
18161,33,0,1,0,1,6270,4,3,1,18,3,1475,0
18162,24,0,1,0,1,4968,0,0,1,17,4,1396,1
18163,20,0,1,0,1,6250,0,0,4,16,13,2481,1
18164,29,0,0,0,1,6140,4,4,4,17,1,39,0
18165,25,0,1,0,1,6140,1,3,1,18,6,229,0
18166,40,0,0,0,1,11970,0,0,2,17,17,2261,1
18167,46,29,0,1,0,28476,15,3,2,3,2,1814,0
18168,53,0,1,0,1,16884,3,2,1,10,6,776,0
18169,20,55,0,1,0,36108,15,3,1,18,2,2023,0
18170,51,0,0,0,1,12260,0,0,4,19,1,303,0
18171,52,1,0,1,0,17550,0,0,1,17,1,232,0
18172,34,0,0,0,1,7452,14,3,3,21,4,554,0
18173,75,0,0,0,1,20512,2,3,3,17,2,999,0
18174,31,16,1,1,0,14760,10,3,1,18,11,1454,0
18175,29,0,1,0,1,10464,8,1,3,19,1,2651,1
18176,60,0,0,0,1,21696,0,0,4,22,1,564,0
18177,29,0,1,0,1,9232,1,1,1,2,13,402,0
18178,29,0,0,0,1,5384,7,1,1,2,3,2151,0
18179,36,7,1,1,0,22644,9,2,1,20,7,4628,0
18180,27,0,1,0,1,9216,3,1,1,12,4,1347,0
18181,28,0,0,0,1,8022,4,4,1,22,8,350,0
18182,21,0,1,0,1,7008,0,0,1,12,3,3656,1
18183,62,0,1,0,1,17580,6,3,1,21,7,4416,0
18184,33,0,1,0,1,13520,7,1,1,5,1,978,1
18185,22,30,1,1,0,23463,0,0,4,22,8,4223,0
18186,59,0,0,0,1,15860,3,3,1,19,9,4022,0
18187,24,2,0,1,0,9440,0,0,1,21,13,687,0
18188,75,0,0,0,1,22016,7,4,5,22,2,1734,0
18189,58,0,0,0,1,12080,0,0,2,17,11,98,1
18190,64,0,0,0,1,17316,0,0,1,16,3,64,0
18191,21,0,1,0,1,4824,0,0,6,21,25,1167,0
18192,69,2,0,1,0,33587,0,0,2,21,1,300,0
18193,40,7,0,0,0,14560,8,3,5,21,15,1459,0
18194,75,0,0,0,1,16352,3,3,1,22,20,1640,0
18195,32,0,1,0,1,13260,0,0,6,8,14,1775,0
18196,21,0,1,0,1,6870,0,0,1,20,7,3880,0
18197,28,22,0,0,0,19238,3,1,1,20,5,918,0
18198,29,0,1,0,1,10080,2,1,1,9,3,851,0
18199,19,0,1,0,1,8688,0,0,3,16,3,2772,1
18200,70,0,0,0,1,25488,0,0,5,22,9,103,1
18201,52,0,0,0,1,14432,1,3,6,18,3,2538,0
18202,24,0,1,0,1,9456,0,0,1,1,7,127,0
18203,28,0,1,0,1,11072,0,0,1,22,1,2942,1
18204,25,0,1,0,1,11412,0,0,1,3,2,6004,0
18205,30,2,0,1,0,19456,2,3,4,18,3,2097,0
18206,29,0,0,0,1,10064,5,3,1,9,4,1308,0
18207,23,0,1,0,1,7368,3,3,1,10,6,114,0
18208,54,0,1,0,1,16614,2,3,2,22,4,96,0
18209,62,0,0,0,1,12430,8,3,3,18,2,2492,0
18210,22,0,1,0,1,8218,0,0,2,15,4,2649,1
18211,35,0,1,0,1,13266,0,0,3,21,9,3087,0
18212,23,0,1,0,1,9536,2,4,1,22,20,1893,0
18213,59,0,1,0,1,16614,1,2,1,16,17,3869,1
18214,66,0,1,0,1,18570,0,0,1,18,4,628,0
18215,60,0,1,0,1,19860,3,1,4,9,4,2441,0
18216,21,0,1,0,1,7850,0,0,4,2,3,1694,0
18217,39,4,1,1,0,18110,1,3,1,21,29,1859,0
18218,20,0,1,0,1,5168,0,0,4,18,16,689,0
18219,30,1,0,1,0,16440,4,4,5,1,8,1883,0
18220,58,0,1,0,1,18930,10,2,1,19,18,3256,0
18221,28,0,0,0,1,12366,3,3,2,10,9,2280,1
18222,28,1,0,0,0,16551,8,3,3,17,18,3090,0
18223,75,0,0,0,1,17976,1,2,2,16,1,1663,0
18224,58,12,0,1,0,29328,0,0,1,22,1,1577,0
18225,18,19,0,1,0,11304,4,3,1,21,3,2652,0
18226,49,0,1,0,1,15288,9,3,1,21,23,366,0
18227,70,0,1,0,1,24264,3,1,3,13,1,69,0
18228,75,0,1,0,1,24660,0,0,2,1,8,487,0
18229,26,0,0,0,1,6900,0,0,1,6,4,105,0
18230,70,0,1,0,1,15780,4,2,1,13,29,166,1
18231,22,0,1,0,1,5688,2,3,1,6,11,2894,0
18232,52,0,1,0,1,12060,0,0,6,14,2,2144,0
18233,52,0,0,0,1,15080,0,0,1,2,19,733,0
18234,45,0,0,0,1,12460,1,3,4,18,3,2593,0
18235,32,2,0,1,0,12042,4,1,1,19,19,4364,1
18236,54,3,0,1,0,26880,0,0,1,22,1,2139,0
18237,29,0,1,0,1,7512,0,0,4,21,2,2069,0
18238,34,0,0,0,1,12380,3,2,1,21,6,253,0
18239,62,0,0,0,1,13288,15,1,1,22,17,2261,1
18240,44,0,0,0,1,10350,15,2,1,17,12,2455,0
18241,51,0,1,0,1,12694,4,1,2,16,3,2374,0
18242,40,0,0,0,1,13296,13,2,1,15,35,4597,1
18243,24,0,1,0,1,11040,0,0,4,16,1,3916,0
18244,48,3,1,1,0,23604,5,2,6,15,1,2076,0
18245,24,0,1,0,1,9936,2,1,1,1,7,3781,0
18246,62,0,0,0,1,18688,15,2,1,20,6,844,0
18247,75,0,0,0,1,27208,10,1,1,20,12,3788,0
18248,23,0,0,0,1,4188,3,3,2,16,10,1908,0
18249,47,0,0,0,1,12492,2,3,1,21,3,3298,0
18250,68,0,0,0,1,13296,4,4,4,6,29,784,0
18251,67,1,0,1,0,22134,4,4,5,2,33,3393,0
18252,74,1,0,1,0,26656,0,0,2,3,2,2794,0
18253,72,3,0,1,0,27300,3,2,2,19,1,406,1
18254,24,0,1,0,1,8680,2,4,3,21,10,224,0
18255,43,9,0,1,0,28134,15,1,4,18,22,254,1
18256,22,0,1,0,1,5136,0,0,1,21,1,2877,0
18257,27,0,0,0,1,6350,5,1,1,12,3,1494,0
18258,63,0,0,0,1,13706,2,4,1,22,15,1928,0
18259,30,0,1,0,1,12816,0,0,3,21,3,1135,0
18260,22,0,1,0,1,4832,0,0,1,15,6,231,0
18261,47,0,1,0,1,14652,3,2,1,14,3,1507,0
18262,69,0,1,0,1,21216,9,4,1,22,3,5261,0
18263,35,0,0,0,1,8946,5,2,1,20,27,1059,1
18264,58,0,1,0,1,18256,0,0,2,3,2,1171,0
18265,40,0,0,0,1,13878,13,1,4,21,2,14,0
18266,59,0,0,0,1,16484,0,0,3,17,3,2440,0
18267,35,2,0,1,0,18972,6,4,5,22,2,665,0
18268,43,0,0,0,1,10386,1,2,1,2,3,1331,0
18269,71,0,0,0,1,26316,3,2,1,21,3,3551,0
18270,69,0,0,0,1,19550,6,4,5,22,17,930,0
18271,42,0,1,0,1,9296,15,3,2,18,12,1609,0
18272,63,2,0,1,0,23517,0,0,4,19,1,207,1
18273,42,0,0,0,1,15816,15,3,3,3,2,23,0
18274,43,0,1,0,1,10998,0,0,1,21,6,830,0
18275,23,0,0,0,1,4784,2,1,1,14,3,3970,0
18276,48,0,1,0,1,15290,15,3,1,3,2,1372,0
18277,28,0,0,0,1,7380,0,0,4,20,16,329,1
18278,32,0,1,0,1,7060,2,1,2,6,12,138,0
18279,44,0,0,0,1,19872,15,3,1,3,2,576,0
18280,25,0,1,0,1,6380,0,0,2,18,4,816,0
18281,63,7,0,1,0,41833,2,3,2,22,1,244,0
18282,55,7,0,1,0,24525,8,1,4,1,19,1190,0
18283,75,0,0,0,1,18656,14,1,1,12,1,1072,0
18284,69,5,0,1,0,27731,10,4,5,22,2,5660,0
18285,34,0,1,0,1,9254,0,0,4,22,4,1953,1
18286,57,4,0,1,0,22260,0,0,2,1,19,4039,0
18287,58,0,0,0,1,18172,7,2,1,9,3,896,0
18288,72,0,0,0,1,20384,3,4,1,22,1,4581,0
18289,57,0,1,0,1,16276,0,0,2,21,2,1045,1
18290,55,4,0,1,0,20427,0,0,1,6,19,4190,1
18291,58,14,0,1,0,30600,15,3,4,18,3,2131,0
18292,19,43,0,0,0,33744,4,1,1,16,1,1441,0
18293,66,0,1,0,1,20020,3,1,4,22,15,3596,0
18294,67,4,0,1,0,26390,9,4,1,22,2,302,0
18295,32,3,1,1,0,16640,1,1,1,2,2,3844,0
18296,19,0,1,0,1,8974,0,0,6,13,6,3186,1
18297,25,1,1,1,0,9548,0,0,2,18,3,2078,0
18298,57,0,0,0,1,19440,15,1,4,19,1,2387,1
18299,53,3,0,1,0,22788,0,0,1,19,1,1033,0
18300,48,0,0,0,1,16068,2,3,1,20,6,337,0
18301,35,0,0,0,1,9648,15,3,2,12,11,1447,0
18302,37,0,1,0,1,11052,0,0,1,21,6,2040,0
18303,69,3,0,1,0,31632,15,3,1,8,1,1881,0
18304,18,23,0,0,0,22052,5,1,3,19,24,940,0
18305,38,2,0,1,0,18570,0,0,2,17,14,2580,1
18306,28,0,0,0,1,7840,1,1,1,1,4,3041,0
18307,41,0,1,0,1,14784,5,3,2,3,2,1567,0
18308,50,0,1,0,1,19552,3,1,4,9,3,3798,0
18309,61,0,0,0,1,15768,14,3,4,21,5,280,1
18310,26,0,0,0,1,5408,1,3,1,21,26,1713,0
18311,62,0,1,0,1,15990,0,0,1,13,2,463,0
18312,32,0,0,0,1,10818,0,0,1,12,3,2116,1
18313,46,0,0,0,1,10512,3,4,2,22,2,4374,0
18314,53,0,0,0,1,10920,15,3,2,12,26,772,0
18315,69,0,0,0,1,16660,0,0,1,1,19,3990,0
18316,49,9,0,1,0,16604,0,0,2,20,18,277,0
18317,57,0,0,0,1,15002,4,2,3,12,12,465,1
18318,60,0,0,0,1,14856,0,0,1,22,19,1722,0
18319,70,0,1,0,1,21120,9,3,2,18,17,1058,1
18320,37,0,1,0,1,10944,0,0,5,4,5,1477,0
18321,66,1,0,1,0,29131,5,3,4,9,16,5090,0
18322,28,0,1,0,1,5680,0,0,1,19,1,142,0
18323,39,3,1,1,0,16531,4,1,2,16,12,716,1
18324,26,0,1,0,1,9856,4,4,1,22,6,1880,1
18325,36,0,0,0,1,13120,1,2,2,17,8,2123,0
18326,37,0,1,0,1,13794,0,0,2,5,14,2657,0
18327,25,3,1,1,0,19089,8,3,4,22,2,3766,0
18328,42,0,0,0,1,12500,3,2,1,20,7,2976,0
18329,27,1,1,1,0,18336,1,1,1,20,3,835,0
18330,27,0,0,0,1,9142,0,0,1,22,20,1089,0
18331,52,0,1,0,1,15840,0,0,2,20,24,222,0
18332,30,0,1,0,1,10580,8,2,1,13,9,852,0
18333,67,0,0,0,1,15096,2,2,1,17,1,284,0
18334,73,0,0,0,1,21114,8,1,6,16,1,1274,0
18335,28,0,1,0,1,6330,0,0,1,19,33,4121,0
18336,31,0,0,0,1,13380,0,0,1,20,1,410,1
18337,22,34,1,1,0,27955,4,1,2,16,1,6,0
18338,29,0,1,0,1,9212,2,2,1,11,2,1073,0
18339,61,5,0,1,0,24102,4,1,3,19,7,2519,0
18340,47,0,1,0,1,9104,5,1,3,15,2,941,0
18341,23,0,1,0,1,5320,3,2,1,21,8,2671,0
18342,19,0,1,0,1,3522,0,0,1,15,16,1122,0
18343,50,0,1,0,1,21616,5,4,1,17,2,301,0
18344,68,0,1,0,1,15048,15,3,4,18,15,1621,0
18345,54,1,1,1,0,29744,2,2,4,16,2,4142,0
18346,26,0,1,0,1,11628,5,3,3,18,3,333,0
18347,26,0,1,0,1,5240,4,2,4,13,1,3934,0
18348,22,4,1,1,0,18460,0,0,1,19,9,3299,1
18349,18,0,0,0,1,6336,0,0,3,17,4,151,0
18350,74,0,0,0,1,19600,10,4,1,22,1,300,0
18351,58,0,0,0,1,12912,0,0,1,2,4,870,0
18352,60,0,0,0,1,14794,12,2,2,20,7,5678,0
18353,34,0,1,0,1,12920,0,0,1,18,10,1860,0
18354,25,0,1,0,1,9380,2,1,1,22,18,4526,1
18355,39,0,1,0,1,8820,0,0,3,16,1,303,0
18356,57,0,0,0,1,19432,2,1,1,18,1,869,0
18357,59,0,1,0,1,14280,10,1,1,16,1,1741,0
18358,49,0,0,0,1,10224,6,1,2,1,4,179,0
18359,33,0,1,0,1,7932,8,2,2,21,3,250,0
18360,20,0,1,0,1,8316,0,0,4,8,4,4572,0
18361,70,1,1,1,0,24024,15,4,4,20,1,886,0
18362,51,9,0,1,0,30528,15,3,2,5,1,2759,1
18363,64,0,0,0,1,14760,9,1,1,20,1,217,0
